NOME,ano,turno,debate,meme,formato,opp,proposta,manifestacao,bastidores,print,print_tv,print_web,divulgacao,citacao,marcas,humor,narrativa,agenda,efeito,engajamento,interacao,campanha_negativa,tema,funcao,subfuncao,aecio,alckmin,alvaro_dias,temer,marcela_temer,daciolo,bolsonaro_jair,bolsokid_edu,bolsokid_flavio,bolsokid_carlos,lula,dilma,haddad,manu,ciro,marina,boulos,doria,fhc,marielle,gilmar,gleisi,amoedo,maia,meirelles,joaquim_barbosa,kataguiri,frota,eymael,eduardo_jorge,janaina,olavo,mourao,trump,outros,pt,psl,novo,mdb,psol,psdb,pdt,dem,rede,outros,stf,coxinhas,bolsominions,mortadelas,militares,mbl,outros
REDETV_406,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,1,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_407,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_408,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_409,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,3 Incongruência,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_410,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,0,1,1,0,0,0 Nenhum ou não-identificado,2 Narrativa coletiva ou pública,0 Nenhum ou não-identificado,1 Explicativo ou informativo,1,1,0,OUTRO Outros,2,22 Ação conectiva híbrida e redes catalisadas por organizações,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_411,2018,1,RedeTV,1,LOOK Look-alike,0,0,0,0,0,1,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_412,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_413,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_414,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,0,0,0,0,0,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_415,2018,1,RedeTV,0,OUTRO Outros,1,0,0,0,0,0,0,0,0,0,0 Nenhum ou não-identificado,2 Narrativa coletiva ou pública,2 Agenda positiva de crítica aos abusos do poder público,1 Explicativo ou informativo,0,0,0,OUTRO Outros,1,12 Retórica sedutora e apelo emocional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_416,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_417,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_418,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_419,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_420,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_421,2018,1,RedeTV,1,ZOOM Zoom-in,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_422,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_423,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_424,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_425,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,3 Incongruência,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_426,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,0,0,0,0,0,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_427,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_428,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,0,3 Incongruência,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_429,2018,1,RedeTV,1,ZOOM Zoom-in,0,0,0,0,0,1,0,0,0,0,1 Superioridade,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_430,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,1,0,0,0,0 Nenhum ou não-identificado,2 Narrativa coletiva ou pública,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_431,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_432,2018,1,RedeTV,0,OUTRO Outros,1,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,1 Explicativo ou informativo,0,0,0,OUTRO Outros,1,13 Retórica ético-moral e apelo ideológico,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_433,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_434,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,1,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_435,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,0,1,0,0,0,0 Nenhum ou não-identificado,2 Narrativa coletiva ou pública,0 Nenhum ou não-identificado,1 Explicativo ou informativo,0,0,0,OUTRO Outros,1,14 Retórica crítica e apelo à credibilidade da fonte,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_436,2018,1,RedeTV,0,OUTRO Outros,0,0,0,1,0,0,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,21 Ação coletiva e redes curadas por organizações,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_437,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_438,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_439,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,1,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_440,2018,1,RedeTV,0,OUTRO Outros,0,0,0,1,0,0,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,21 Ação coletiva e redes curadas por organizações,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_441,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_442,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_443,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,1,0,0,0,0,3 Incongruência,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_444,2018,1,RedeTV,0,OUTRO Outros,1,0,0,0,0,0,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,2 Agenda positiva de crítica aos abusos do poder público,1 Explicativo ou informativo,0,0,0,OUTRO Outros,2,22 Ação conectiva híbrida e redes catalisadas por organizações,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REDETV_445,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,3 Incongruência,2 Narrativa coletiva ou pública,0 Nenhum ou não-identificado,2 Satírico,0,0,0,OUTRO Outros,3,34 Piadas situacionais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_446,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_447,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_448,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,0,0,0,0,0,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_449,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,1,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,9 Dúvida,1 Explicativo ou informativo,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_450,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,1,3 Incongruência,0 Nenhum ou não-identificado,9 Dúvida,2 Satírico,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_451,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,2 Agenda positiva de crítica aos abusos do poder público,9 Dúvida,0,0,0,OUTRO Outros,2,22 Ação conectiva híbrida e redes catalisadas por organizações,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_452,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,1,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_453,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,0,1 Superioridade,2 Narrativa coletiva ou pública,1 Agenda negativa autodeterminação,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_454,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_455,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_456,2018,1,RedeTV,1,REAC Reaction Face ou GIF,0,0,0,0,0,0,0,0,0,0,1 Superioridade,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,3 Fático,0,0,0,OUTRO Outros,3,32 Alusões literárias ou culturais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_457,2018,1,RedeTV,1,EXPLO Exploitable,0,0,0,0,0,0,0,0,0,0,1 Superioridade,9 Dúvida,2 Agenda positiva de crítica aos abusos do poder público,2 Satírico,0,0,0,OUTRO Outros,3,33 Piadas sobre personagens da política,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_458,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_459,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_460,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REDETV_461,2018,1,RedeTV,0,OUTRO Outros,0,0,0,0,0,1,0,0,0,0,0 Nenhum ou não-identificado,1 Narrativa privada ou pessoal,0 Nenhum ou não-identificado,0 Nenhum ou não-identificado,0,0,0,OUTRO Outros,2,24 Ação conectiva de engajamento relativo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
